userid,bus_or_ped,busdestination,inside_or_outside,tripid,totalseats,totalpassengercount,totalfemalecount,emptyseats,location,timestamp,date,time,surveyid,gender,age,companions,educational_attainment,origin,destinations,trip_purpose,modesecurity,pointsecurity,importance_safety,mostsafe,leastsafe,rfid_opinion,mostsafe,leastsafe,selectelement
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T0964344,15,0,0,0,19.59564 -99.03867,7/14/13 17:01,7/14/13,5:01:20 PM,M9406715,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,2,3,5 (Muy importante),BRT,Taxi,No se,,,
urb.luz.pm,Van,Heroes Tecamec,Dentro CETRAM,T5668315,15,0,0,0,19.54834 -99.04414,7/14/13 15:46,7/14/13,3:46:44 PM,M7221701,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,2,2,5 (Muy importante),Metro,Taxi,No se,,,
urb.luz.pm,Van,Mexipuerto,Fuera CETRAM,T5726755,15,0,0,0,19.62564 -99.0229,7/11/13 14:12,7/11/13,2:12:46 PM,M9662718,male,65+,None,Primaria,Tecamec,Ecatepec de Morelos,Otro,2,1,5 (Muy importante),Taxi,Peseros,5,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T9793632,15,0,0,0,19.61956 -99.02597,7/14/13 14:09,7/14/13,2:09:44 PM,F8943634,female,25-44,None,Licenciatura,Tecamec,Tecamec,Otro,2,2,5 (Muy importante),Metro,Taxi,No se,,,
urb.luz.pm,Van,Mexipuerto,Dentro CETRAM,T0964344,15,0,0,0,19.63287 -99.02778,7/14/13 16:36,7/14/13,4:36:04 PM,F2307943,female,25-44,1 to 2,Secundaria,Tecamec,Tecamec,Trabajo,2,1,5 (Muy importante),Metro,Taxi,No se,,,
urbunam,Van,Mexico Nueva,Dentro CETRAM,T2371378,15,5,0,10,19.50486 -99.20066,16/07/2013 13:54:00,7/16/13,1:54:00 PM,M2663979,male,45-64,None,Preparatoria,Atizapan de Zaragoza,Atenco,Otro,2,3,5 (Muy importante),Metro,Taxi,No se,,,
urbunam,Van,Mexico Nueva,Dentro CETRAM,T3011267,15,8,5,7,19.58023 -99.26367,10/7/13 13:51,7/10/13,1:51:46 PM,F9503470,female,25-44,None,Licenciatura,Atizapan de Zaragoza,Atizapan de Zaragoza,Compra,2,4,5 (Muy importante),BRT,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5019851,N/A,N/A,N/A,N/A,19.53334 -99.02726,7/14/13 14:21,7/14/13,2:21:09 PM,F5260670,female,25-44,1 to 2,Licenciatura,Acolman,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),BRT,Peseros,5,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53391 -99.02697,7/14/13 13:56,7/14/13,1:56:31 PM,M1610790,male,0-17,None,Preparatoria,Azcapotzalco,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T1678929,N/A,N/A,N/A,N/A,19.53401 -99.02702,7/14/13 13:42,7/14/13,1:42:47 PM,M0946885,male,25-44,None,Preparatoria,Azcapotzalco,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7399180,N/A,N/A,N/A,N/A,19.53432 -99.02696,7/16/13 16:58,7/16/13,4:58:19 PM,M9111589,male,18-24,1 to 2,Licenciatura,Benito Juarez,Acolman,Otro,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7399180,N/A,N/A,N/A,N/A,19.53421 -99.02696,7/16/13 16:59,7/16/13,4:59:29 PM,F1775881,female,18-24,1 to 2,Licenciatura,Benito Juarez,Venustiano Carranza,Otro,3,2,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T4306224,N/A,N/A,N/A,N/A,19.53384 -99.02705,7/10/13 14:05,7/10/13,2:05:35 PM,M1819059,male,18-24,None,Secundaria,Chimalhuacan,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3921066,N/A,N/A,N/A,N/A,19.53318 -99.02733,7/12/13 13:59,7/12/13,1:59:35 PM,M0052276,male,18-24,None,Preparatoria,Chimalhuac��n,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Metro,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T9996496,N/A,N/A,N/A,N/A,19.53398 -99.02694,7/14/13 13:13,7/14/13,1:13:09 PM,F7887740,female,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T9235706,N/A,N/A,N/A,N/A,19.53315 -99.02697,7/10/13 14:45,7/10/13,2:45:20 PM,F6026929,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T8908616,N/A,N/A,N/A,N/A,19.53422 -99.02687,7/16/13 17:52,7/16/13,5:52:02 PM,F5265213,female,0-17,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T8391161,N/A,N/A,N/A,N/A,19.53553 -99.0265,7/12/13 17:29,7/12/13,5:29:42 PM,F7666696,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,3,2,5 (Muy importante),Metro,Peseros,5,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T8139510,N/A,N/A,N/A,N/A,19.53437 -99.02694,7/12/13 18:05,7/12/13,6:05:13 PM,F2277377,female,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,3,BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T7826428,N/A,N/A,N/A,N/A,19.53318 -99.02733,7/12/13 13:33,7/12/13,1:33:01 PM,M2182181,male,65+,None,Sin estudios,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7674637,N/A,N/A,N/A,N/A,19.53399 -99.02698,7/14/13 12:57,7/14/13,12:57:28 PM,M9859761,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,5,5 (Muy importante),BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7674637,N/A,N/A,N/A,N/A,19.53399 -99.02694,7/14/13 12:54,7/14/13,12:54:57 PM,F6440027,female,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7659814,N/A,N/A,N/A,N/A,19.53417 -99.02696,7/14/13 14:46,7/14/13,2:46:52 PM,M2727771,male,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7659814,N/A,N/A,N/A,N/A,19.53414 -99.027,7/14/13 14:48,7/14/13,2:48:34 PM,F4177102,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7532602,N/A,N/A,N/A,N/A,19.534 -99.02695,7/14/13 15:46,7/14/13,3:46:20 PM,F9938974,female,18-24,3 to 4,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7399180,N/A,N/A,N/A,N/A,19.53425 -99.02695,7/16/13 17:01,7/16/13,5:01:25 PM,M0205620,male,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Metro,Peseros,5,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7367486,N/A,N/A,N/A,N/A,19.53421 -99.02707,7/16/13 14:27,7/16/13,2:27:36 PM,F1279020,female,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7367486,N/A,N/A,N/A,N/A,19.53419 -99.02706,7/16/13 14:32,7/16/13,2:32:19 PM,F0413618,female,0-17,1 to 2,Primaria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7367486,N/A,N/A,N/A,N/A,19.53415 -99.02701,7/16/13 14:34,7/16/13,2:34:22 PM,M2068944,male,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Metro,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5970506,N/A,N/A,N/A,N/A,19.53383 -99.02706,7/16/13 14:16,7/16/13,2:16:32 PM,M3201811,male,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),BRT,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53392 -99.02697,7/14/13 13:58,7/14/13,1:58:35 PM,F8317606,female,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Trolebus,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53391 -99.02696,7/14/13 14:03,7/14/13,2:03:40 PM,M3185493,male,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53388 -99.02701,7/14/13 14:00,7/14/13,2:00:35 PM,M7501792,male,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53387 -99.027,7/14/13 14:01,7/14/13,2:01:57 PM,M7443667,male,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5447479,N/A,N/A,N/A,N/A,19.53394 -99.02695,7/14/13 15:45,7/14/13,3:45:11 PM,F8857290,female,18-24,3 to 4,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,4,Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5447479,N/A,N/A,N/A,N/A,19.53392 -99.02697,7/14/13 15:42,7/14/13,3:42:22 PM,F9477615,female,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T4518880,N/A,N/A,N/A,N/A,19.5335 -99.02717,7/12/13 18:40,7/12/13,6:40:00 PM,F3518676,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T4306224,N/A,N/A,N/A,N/A,19.5342 -99.02685,7/10/13 13:48,7/10/13,1:48:10 PM,F8447466,female,0-17,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,2,,BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3921066,N/A,N/A,N/A,N/A,19.53358 -99.0273,7/12/13 13:44,7/12/13,1:44:41 PM,F5561464,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,2,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3921066,N/A,N/A,N/A,N/A,19.53356 -99.02719,7/12/13 13:43,7/12/13,1:43:16 PM,M0470141,male,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3856543,N/A,N/A,N/A,N/A,19.53315 -99.02708,7/12/13 14:27,7/12/13,2:27:18 PM,M9509654,male,18-24,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,2,3,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3856543,N/A,N/A,N/A,N/A,19.53315 -99.02708,7/12/13 14:27,7/12/13,2:27:54 PM,F1675653,female,18-24,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,2,3,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3856543,N/A,N/A,N/A,N/A,19.53315 -99.02697,7/12/13 14:26,7/12/13,2:26:18 PM,F0923587,female,18-24,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,2,3,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3854393,N/A,N/A,N/A,N/A,19.53383 -99.02702,7/10/13 13:43,7/10/13,1:43:12 PM,M4206960,male,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,4,,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3854393,N/A,N/A,N/A,N/A,19.53381 -99.02706,7/10/13 13:35,7/10/13,1:35:04 PM,M5739483,male,,,,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,,Metro,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3514805,N/A,N/A,N/A,N/A,19.53437 -99.02685,7/11/13 17:53,7/11/13,5:53:00 PM,F5034337,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3514805,N/A,N/A,N/A,N/A,19.53384 -99.02703,7/11/13 18:02,7/11/13,6:02:40 PM,M5998030,male,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3248077,N/A,N/A,N/A,N/A,19.53418 -99.02699,7/16/13 18:11,7/16/13,6:11:08 PM,M5235486,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2942845,N/A,N/A,N/A,N/A,19.5342 -99.02697,7/16/13 17:46,7/16/13,5:46:03 PM,M8063785,male,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Metro,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T2912349,N/A,N/A,N/A,N/A,19.53357 -99.02729,7/12/13 13:33,7/12/13,1:33:55 PM,M6061374,male,65+,1 to 2,Primaria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53378 -99.02707,7/16/13 13:54,7/16/13,1:54:51 PM,F5431097,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Metro,Peseros,2,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53376 -99.02709,7/16/13 13:44,7/16/13,1:44:18 PM,M2077520,male,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,2,3,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53367 -99.02715,7/16/13 13:50,7/16/13,1:50:07 PM,F0241643,female,45-64,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T1678929,N/A,N/A,N/A,N/A,19.53396 -99.02694,7/14/13 13:50,7/14/13,1:50:35 PM,F6226195,female,45-64,1 to 2,Primaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,1,5 (Muy importante),Trolebus,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T1678929,N/A,N/A,N/A,N/A,19.53395 -99.02696,7/14/13 13:52,7/14/13,1:52:10 PM,F0339134,female,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T1362780,N/A,N/A,N/A,N/A,19.53388 -99.02704,7/13/13 18:32,7/13/13,6:32:30 PM,F0487762,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T0962005,N/A,N/A,N/A,N/A,19.5339 -99.02696,7/16/13 13:06,7/16/13,1:06:49 PM,F0133281,female,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2573808,N/A,N/A,N/A,N/A,19.53338 -99.02721,7/14/13 18:29,7/14/13,6:29:01 PM,M1743559,male,18-24,None,Secundaria,Ecatepec de Morelos,Gustavo A. Madero,Trabajo,3,1,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53389 -99.02699,7/14/13 14:09,7/14/13,2:09:38 PM,F3069899,female,25-44,1 to 2,Preparatoria,Gustavo A. Madero,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T3921066,N/A,N/A,N/A,N/A,19.53312 -99.02719,7/12/13 14:06,7/12/13,2:06:56 PM,M4080101,male,18-24,None,Preparatoria,Gustavo A. Madero,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53375 -99.0271,7/16/13 13:45,7/16/13,1:45:37 PM,M3219090,male,18-24,None,Licenciatura,Gustavo A. Madero,Ecatepec de Morelos,Estudio,3,3,4,Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T0962005,N/A,N/A,N/A,N/A,19.53393 -99.02695,7/16/13 13:15,7/16/13,1:15:43 PM,F5305457,female,0-17,1 to 2,Preparatoria,Gustavo A. Madero,Ecatepec de Morelos,Estudio,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T0962005,N/A,N/A,N/A,N/A,19.5339 -99.02701,7/16/13 13:14,7/16/13,1:14:13 PM,M5848485,male,0-17,1 to 2,Preparatoria,Gustavo A. Madero,Ecatepec de Morelos,Estudio,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2195708,N/A,N/A,N/A,N/A,19.53392 -99.02699,7/11/13 18:38,7/11/13,6:38:56 PM,F9855875,female,25-44,1 to 2,Preparatoria,Gustavo A. Madero,Tecamec,Otro,3,2,5 (Muy importante),BRT,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2890205,N/A,N/A,N/A,N/A,19.53399 -99.02697,7/16/13 17:28,7/16/13,5:28:36 PM,F7803257,female,18-24,None,Licenciatura,Ixtapaluca,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5533069,N/A,N/A,N/A,N/A,19.53391 -99.02696,7/14/13 14:05,7/14/13,2:05:06 PM,F6003164,female,25-44,1 to 2,Preparatoria,Iztapalapa,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),Taxi,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5019851,N/A,N/A,N/A,N/A,19.53388 -99.02697,7/14/13 14:29,7/14/13,2:29:00 PM,M3526534,male,45-64,1 to 2,Preparatoria,Iztapalapa,Ecatepec de Morelos,Otro,3,1,5 (Muy importante),Metro,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5970506,N/A,N/A,N/A,N/A,19.53376 -99.02711,7/16/13 14:09,7/16/13,2:09:43 PM,M0833242,male,45-64,1 to 2,Sin estudios,Miguel Hidalgo,Ecatepec de Morelos,Recreacion,3,1,1 (Muy poco importante),Metro,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7367486,N/A,N/A,N/A,N/A,19.53416 -99.02698,7/16/13 14:24,7/16/13,2:24:08 PM,F1635380,female,25-44,1 to 2,Licenciatura,Nezahualcoyotl,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T6100096,N/A,N/A,N/A,N/A,19.53373 -99.02706,7/14/13 18:37,7/14/13,6:37:38 PM,F4262804,female,25-44,1 to 2,Preparatoria,Nezahualcoyotl,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53382 -99.02703,7/16/13 13:58,7/16/13,1:58:30 PM,F7133519,female,18-24,3 to 4,Licenciatura,Nezahualcoyotl,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Trolebus,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T2491790,N/A,N/A,N/A,N/A,19.53371 -99.02713,7/16/13 13:53,7/16/13,1:53:36 PM,M5840734,male,18-24,None,Licenciatura,Nezahualcoyotl,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T1202610,N/A,N/A,N/A,N/A,19.53404 -99.02696,7/16/13 14:42,7/16/13,2:42:38 PM,M9322186,male,45-64,1 to 2,Primaria,Nezahualcoyotl,Ecatepec de Morelos,Otro,3,2,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7399180,N/A,N/A,N/A,N/A,19.53424 -99.02694,7/16/13 17:07,7/16/13,5:07:30 PM,M0774334,male,25-44,3 to 4,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,3,2,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7399180,N/A,N/A,N/A,N/A,19.53417 -99.02695,7/16/13 17:06,7/16/13,5:06:43 PM,M8573925,male,25-44,3 to 4,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,3,2,5 (Muy importante),Metro,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T5019080,N/A,N/A,N/A,N/A,19.53383 -99.02703,7/16/13 17:31,7/16/13,5:31:13 PM,F3679333,female,45-64,1 to 2,Secundaria,Tecamec,Ecatepec de Morelos,Otro,3,1,5 (Muy importante),BRT,Peseros,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T7001596,N/A,N/A,N/A,N/A,19.53415 -99.02687,7/14/13 18:21,7/14/13,6:21:56 PM,F7455582,female,0-17,None,Secundaria,Tecamec,Gustavo A. Madero,Otro,3,3,5 (Muy importante),BRT,Taxi,No se,,,
a.cadhe,Pedestrian,Mexipuerto,Fuera CETRAM,T9235706,N/A,N/A,N/A,N/A,19.53308 -99.02636,7/10/13 14:34,7/10/13,2:34:39 PM,M3314992,male,18-24,None,Preparatoria,Venustiano Carranza,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Trolebus,Peseros,3,,,
a.cadhe,Pedestrian,Mexipuerto,Dentro CETRAM,T3507332,N/A,N/A,N/A,N/A,19.53418 -99.02685,7/12/13 14:42,7/12/13,2:42:29 PM,M0378708,male,45-64,None,Licenciatura,Venustiano Carranza,Ecatepec de Morelos,Trabajo,3,2,5 (Muy importante),BRT,Peseros,3,,,
buzoherbert,Pedestrian,El Rosario,Dentro CETRAM,T1809511,N/A,N/A,N/A,N/A,19.50498 -99.20069,7/13/13 13:14,7/13/13,1:14:19 PM,F1405226,female,25-44,1 to 2,Secundaria,Alvaro Obregon,Azcapotzalco,Compra,3,5,5 (Muy importante),Metro,Peseros,3,,,
buzoherbert,Pedestrian,El Rosario,Dentro CETRAM,T1809511,N/A,N/A,N/A,N/A,19.50525 -99.2006,7/13/13 13:29,7/13/13,1:29:17 PM,F1166739,female,18-24,Mas,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Compra,3,5,4,Metro,Taxi,No se,,,
buzoherbert,Pedestrian,El Rosario,Dentro CETRAM,T9296303,N/A,N/A,N/A,N/A,19.50514 -99.20064,7/13/13 14:10,7/13/13,2:10:07 PM,M4409585,male,25-44,None,Licenciatura,Azcapotzalco,Azcapotzalco,Otro,3,4,3,Taxi,Peseros,No se,,,
buzoherbert,Pedestrian,El Rosario,Dentro CETRAM,T1809511,N/A,N/A,N/A,N/A,19.50506 -99.20066,7/13/13 13:11,7/13/13,1:11:59 PM,M1871315,male,18-24,None,Preparatoria,Chalco,Tiahuac,Trabajo,3,5,5 (Muy importante),Metro,Peseros,No se,,,
buzoherbert,Pedestrian,Mexipuerto,Dentro CETRAM,T6288778,N/A,N/A,N/A,N/A,19.53398 -99.02919,7/15/13 14:12,7/15/13,2:12:33 PM,F8587403,female,45-64,1 to 2,Primaria,Cuauhtemoc,Ecatepec de Morelos,Compra,3,3,5 (Muy importante),Taxi,Peseros,4,,,
